resuFALSEt.match_id,resuFALSEt.radiant_TRUEin,resuFALSEt.duration,resuFALSEt.pFALSEayer_1_hero_id,resuFALSEt.pFALSEayer_2_hero_id,resuFALSEt.pFALSEayer_3_hero_id,resuFALSEt.pFALSEayer_4_hero_id,resuFALSEt.pFALSEayer_5_hero_id,resuFALSEt.pFALSEayer_6_hero_id,resuFALSEt.pFALSEayer_7_hero_id,resuFALSEt.pFALSEayer_8_hero_id,resuFALSEt.pFALSEayer_9_hero_id,resuFALSEt.pFALSEayer_10_hero_id
1884969423,TRUE,994,29,35,112,7,15,87,19,26,101,43
1884969432,TRUE,3035,59,74,21,14,105,22,20,19,44,35
1884969433,FALSE,3693,9,32,73,22,53,25,3,21,106,67
1884969434,FALSE,2416,41,56,85,44,54,106,110,22,9,25
1884969435,FALSE,2425,93,69,68,49,2,47,101,1,9,97
1884969436,TRUE,2487,67,104,69,22,14,5,18,94,105,19
1884969438,TRUE,1740,50,96,39,59,92,97,69,8,112,62
1884969439,TRUE,1440,85,111,28,49,32,90,73,61,104,23
1884969441,FALSE,2058,44,46,17,86,16,87,7,63,81,5
1884969442,TRUE,1310,39,26,99,95,48,44,106,49,25,109
1884969443,TRUE,2589,68,54,22,48,71,105,14,15,2,56
1884969451,TRUE,1798,100,50,9,35,53,85,37,29,59,4
1884969452,FALSE,2576,27,15,70,16,100,85,36,71,72,112
1884969453,TRUE,1592,30,45,75,62,35,1,9,40,68,80
1884969454,TRUE,1105,27,87,38,63,23,109,92,47,85,73
1884969455,FALSE,1621,96,29,92,44,107,62,73,84,94,90
1884969456,TRUE,1746,75,9,64,34,19,21,50,70,89,20
1884969457,TRUE,2510,14,13,86,73,1,97,74,35,43,89
1884969458,FALSE,2239,32,21,7,95,14,11,8,31,28,106
1884969459,FALSE,3138,9,11,26,14,74,106,27,28,93,30
1884969460,TRUE,2738,91,11,13,1,30,9,60,87,106,73
1884969461,FALSE,2336,4,36,37,60,104,75,50,86,47,25
1884969462,FALSE,2994,44,13,38,28,55,82,106,95,7,9
1884969469,FALSE,2872,20,14,48,41,27,18,87,54,104,34
1884969470,TRUE,3121,21,104,20,73,18,95,9,81,27,14
1884969471,TRUE,2819,7,45,11,62,78,37,81,75,56,41
1884969472,FALSE,1338,73,39,53,44,0,34,15,9,17,86
1884969473,FALSE,2446,7,98,56,32,35,14,31,61,2,54
1884969474,FALSE,2144,2,50,23,48,39,93,96,32,12,70
1884969475,FALSE,1923,14,73,84,81,95,5,70,44,11,54
1884969476,FALSE,2340,52,59,22,35,95,47,44,12,75,32
1884969477,TRUE,2166,104,93,21,75,74,28,14,70,1,31
1884969478,FALSE,2894,82,101,28,37,22,47,11,91,4,78
1884969479,FALSE,2483,50,74,41,67,17,95,36,93,30,104
1884969480,TRUE,1825,16,1,52,42,71,48,64,8,14,111
1884969482,TRUE,3154,20,56,4,73,60,95,30,2,29,39
1884969489,FALSE,1914,35,107,98,81,71,6,70,50,47,14
1884969491,FALSE,3903,86,106,39,69,68,44,16,55,14,73
1884969492,TRUE,2249,17,12,14,98,61,23,11,1,64,13
1884969493,FALSE,2600,63,17,99,87,6,21,75,62,102,4
1884969494,TRUE,2541,9,18,57,11,36,83,51,73,106,112
1884969498,TRUE,2192,93,50,14,75,19,27,85,7,42,76
1884969503,TRUE,2910,73,90,25,39,68,57,104,51,1,47
1884969505,TRUE,1946,62,9,14,11,5,36,54,104,39,90
1884969506,FALSE,2105,107,102,73,30,1,63,57,56,20,71
1884969507,TRUE,2461,93,83,18,27,45,73,26,97,35,19
1884969508,TRUE,2470,12,112,68,55,18,80,39,53,38,15
1884969517,FALSE,2956,62,104,86,14,11,91,35,19,8,99
1884969518,FALSE,2218,105,80,62,88,14,37,59,100,69,93
1884969519,TRUE,1967,28,86,112,74,8,76,1,2,77,67
1884969521,FALSE,2338,102,73,22,54,15,25,9,32,70,14
1884969522,FALSE,2899,93,18,14,91,104,11,19,4,63,21
1884969523,FALSE,2923,53,100,23,95,81,6,83,16,47,39
1884969524,TRUE,1807,7,39,63,15,104,54,81,60,84,47
1884969526,FALSE,2592,5,2,100,11,1,99,53,74,20,70
1884969539,TRUE,2987,100,59,14,35,43,4,1,55,57,18
1884969540,TRUE,2553,14,11,68,91,18,85,16,21,73,93
1884969541,FALSE,3688,18,62,45,8,83,100,74,14,93,32
1884969542,FALSE,1503,112,42,74,71,37,104,15,47,107,38
1884969543,TRUE,1249,20,74,95,71,3,86,31,53,6,73
1884969544,FALSE,2559,35,65,72,23,53,48,74,9,39,57
1884969545,FALSE,2775,25,71,4,22,17,55,16,80,74,70
1884969546,TRUE,2145,44,73,97,37,69,2,11,31,81,27
1884969547,TRUE,2491,22,19,54,105,75,1,32,59,44,8
1884969548,TRUE,2038,40,11,74,7,75,68,83,106,19,97
1884969550,FALSE,4787,31,79,59,35,16,84,17,14,46,77
1884969551,FALSE,2218,99,104,11,112,76,57,14,2,25,95
1884969552,FALSE,3202,50,44,35,94,9,52,32,100,104,26
1884969560,FALSE,939,54,61,14,104,2,95,75,70,91,4
1884969561,TRUE,3143,22,4,32,8,71,47,9,72,11,35
1884969562,TRUE,2220,38,98,37,32,61,19,3,65,103,30
1884969563,FALSE,2685,71,95,62,104,44,80,4,17,50,18
1884969564,TRUE,3419,7,11,27,67,33,74,99,12,52,26
1884969565,FALSE,1902,110,1,26,25,9,21,5,38,71,69
1884969566,FALSE,3290,99,23,42,14,88,74,27,80,56,76
1884969568,FALSE,3481,104,30,78,33,73,5,44,8,36,107
1884969569,FALSE,3838,14,85,32,31,73,10,48,105,39,69
1884969570,TRUE,2846,33,55,23,102,82,109,98,22,105,89
1884969571,TRUE,1723,21,110,104,84,8,74,49,6,46,14
1884969572,FALSE,2045,32,12,59,100,35,28,2,34,7,1
1884969573,FALSE,3351,23,94,75,53,14,57,74,8,9,21
1884969582,TRUE,2076,104,23,7,103,52,65,45,12,27,39
1884969583,TRUE,2887,35,91,104,96,85,48,14,86,13,71
1884969585,TRUE,1750,102,71,32,42,62,34,51,14,44,1
1884969587,TRUE,2299,19,46,51,21,57,75,26,71,93,106
1884969588,TRUE,3430,69,11,93,27,30,19,36,94,7,14
1884969589,FALSE,2103,11,68,102,110,7,30,73,29,25,5
1884969590,FALSE,3665,74,51,26,93,5,40,27,28,65,14
1884969591,FALSE,2658,67,78,14,4,97,39,63,48,19,83
1884969597,FALSE,2378,11,50,59,43,40,109,72,19,7,68
1884969598,TRUE,2911,54,26,7,1,104,2,35,14,13,12
1884969599,FALSE,1641,82,78,50,74,98,14,62,7,31,104
1884969600,TRUE,2612,68,21,8,84,39,44,40,63,100,36
1884969601,FALSE,2165,49,14,39,44,25,104,74,21,28,70
1884969603,FALSE,2201,67,79,34,11,75,73,5,30,43,47
1884969608,TRUE,1595,74,20,22,39,93,11,21,3,86,81
1884969609,FALSE,2879,104,63,1,5,16,12,28,49,106,14
1884969610,FALSE,2960,16,93,19,8,36,28,27,25,11,2
1884969611,FALSE,2874,100,70,26,14,62,73,16,69,25,9
1884969612,FALSE,3063,104,100,12,8,40,71,7,17,32,25
1884969613,TRUE,3701,30,86,97,11,35,15,25,84,2,10
1884969614,TRUE,1853,11,43,51,7,59,44,71,53,29,19
1884969616,FALSE,3100,59,75,74,50,29,97,43,37,73,57
1884969617,FALSE,2198,7,39,44,29,65,84,32,57,96,100
1884969628,FALSE,3004,59,53,100,62,8,13,9,14,32,23
1884969629,TRUE,3223,58,7,20,1,32,69,110,102,5,111
1884969630,TRUE,3551,53,50,11,26,32,4,62,7,34,36
1884969632,FALSE,2373,74,30,100,6,71,73,93,7,11,112
1884969633,FALSE,3614,11,8,81,9,100,70,39,21,22,4
1884969634,TRUE,3312,26,110,84,74,12,7,14,45,21,41
1884969643,FALSE,2104,86,72,90,29,67,56,8,22,109,85
1884969644,TRUE,2017,75,104,63,44,30,55,6,70,0,73
1884969645,TRUE,2037,5,31,38,35,103,109,9,11,7,80
1884969646,FALSE,1505,21,95,44,9,32,39,88,84,81,54
1884969647,TRUE,1921,20,30,32,86,70,77,88,92,4,71
1884969649,FALSE,1540,43,104,45,63,53,14,51,27,6,84
1884969657,TRUE,3231,21,43,48,32,22,59,47,9,96,90
1884969658,FALSE,2877,10,57,76,71,74,69,102,73,88,107
1884969659,TRUE,2335,51,26,44,31,100,25,50,99,8,58
1884969660,FALSE,1670,69,0,31,93,79,98,18,70,59,2
1884969661,FALSE,2859,77,36,6,5,53,2,23,71,8,22
1884969662,FALSE,1770,96,101,21,90,97,111,44,4,30,8
1884969664,FALSE,2093,84,74,73,67,26,13,70,30,9,93
1884969667,TRUE,3180,17,37,38,41,28,53,63,75,15,31
1884969674,FALSE,2710,32,7,42,44,112,11,19,43,104,71
1884969676,FALSE,2998,36,104,35,42,83,33,14,1,110,39
1884969677,FALSE,3150,83,19,109,104,3,54,60,9,74,70
1884969678,FALSE,3186,27,25,88,59,42,94,57,70,99,26
1884969679,FALSE,2417,11,8,91,71,112,6,10,74,88,85
1884969681,TRUE,2200,23,46,103,40,53,105,22,28,62,50
1884969682,TRUE,2849,35,23,14,95,52,73,64,110,97,57
1884969683,FALSE,2425,42,9,93,11,88,36,16,19,8,99
1884969684,TRUE,2278,48,93,100,68,8,70,14,102,6,77
1884969685,TRUE,3048,14,102,84,21,48,33,25,7,15,51
1884969686,FALSE,2413,21,39,15,31,53,106,69,11,65,110
1884969694,FALSE,2370,33,9,15,7,85,20,3,11,60,90
1884969695,TRUE,1768,63,7,57,11,59,31,43,93,41,44
1884969696,FALSE,3077,56,84,75,11,82,22,43,33,44,85
1884969697,FALSE,3246,7,27,6,76,9,84,32,90,71,23
1884969700,FALSE,2555,85,45,1,90,36,23,26,19,95,46
1884969702,FALSE,2237,109,68,53,58,9,1,30,43,5,36
1884969703,FALSE,3171,56,59,35,11,19,106,21,12,51,57
1884969704,FALSE,3266,65,54,109,75,84,30,5,11,44,99
1884969705,FALSE,3150,1,53,106,22,40,105,84,98,86,73
1884969706,FALSE,3069,2,95,27,53,6,4,72,22,74,68
1884969713,TRUE,2883,14,64,93,17,53,1,39,74,101,21
1884969714,TRUE,3665,111,71,33,11,18,56,39,8,45,21
1884969715,TRUE,3114,68,15,49,22,81,11,4,7,97,106
1884969716,FALSE,1863,73,41,91,14,59,104,35,3,57,9
1884969717,FALSE,3615,35,14,33,73,54,57,30,40,47,63
1884969718,FALSE,2478,53,44,26,7,62,47,32,35,30,43
1884969719,FALSE,2031,75,30,8,68,73,44,12,61,1,66
1884969720,TRUE,3094,71,17,93,100,37,62,44,8,77,2
1884969721,TRUE,903,11,85,8,94,5,93,21,86,23,71
1884969722,TRUE,2494,105,30,71,39,73,16,94,21,53,7
1884969724,FALSE,2134,74,34,63,36,41,4,86,72,110,14
1884969726,TRUE,2433,35,72,90,14,8,42,84,7,9,74
1884969727,FALSE,1769,36,13,70,1,26,21,12,111,52,104
1884969736,TRUE,1933,75,85,63,93,21,80,8,40,69,5
1884969737,TRUE,3268,17,98,56,90,106,53,35,18,48,69
1884969738,TRUE,3081,67,33,39,102,101,53,100,32,70,90
1884969739,FALSE,3120,14,5,12,7,28,44,57,4,13,95
1884969740,FALSE,3041,79,100,1,13,68,57,25,36,74,75
1884969741,FALSE,3932,96,22,73,30,36,54,71,61,5,25
1884969742,FALSE,2883,8,35,85,59,92,11,40,100,27,44
1884969743,FALSE,3341,76,16,30,11,94,88,79,107,21,14
1884969744,TRUE,2288,59,68,88,99,8,21,46,47,2,14
1884969750,FALSE,2300,2,27,21,39,18,75,44,32,4,112
1884969751,FALSE,2364,1,52,2,51,42,7,104,23,11,55
1884969752,FALSE,2019,88,8,98,25,74,20,61,70,17,2
1884969753,FALSE,2104,49,48,26,20,51,46,67,112,86,29
1884969754,FALSE,1778,75,11,101,111,89,58,78,47,23,40
1884969755,TRUE,3550,74,99,81,18,5,90,47,70,51,104
1884969756,TRUE,2229,48,4,104,43,45,103,26,74,54,35
1884969757,FALSE,2328,1,87,104,18,19,72,6,70,48,21
1884969773,TRUE,1844,50,85,28,35,17,52,10,56,64,69
1884969774,FALSE,2492,57,32,35,49,5,100,95,84,19,71
1884969775,FALSE,3723,37,90,60,19,65,69,8,86,100,36
1884969776,TRUE,1607,33,71,82,104,92,22,54,50,47,73
1884969777,FALSE,2787,44,17,70,8,35,104,73,14,75,19
1884969778,TRUE,2136,12,85,44,25,70,63,35,16,74,59
1884969780,TRUE,3019,47,72,31,4,70,6,99,42,68,36
1884969781,TRUE,2227,68,104,59,11,78,46,101,50,73,2
1884969782,FALSE,2118,100,33,2,10,99,95,11,5,7,93
1884969783,TRUE,2926,69,26,71,95,55,57,76,12,49,46
1884969785,TRUE,2674,27,99,61,21,70,93,30,65,104,96
1884969786,TRUE,3108,74,70,4,6,106,84,32,43,15,107
1884969787,FALSE,2061,6,4,14,104,70,85,12,20,35,99
1884969800,TRUE,3126,11,74,102,5,35,92,18,73,50,106
1884969801,TRUE,1934,81,25,70,32,27,54,14,12,59,22
1884969802,TRUE,1877,90,99,46,44,9,7,74,73,25,41
1884969803,FALSE,2673,73,21,87,18,22,71,62,54,97,47
1884969804,TRUE,2419,2,44,106,30,64,72,5,32,52,87
1884969805,FALSE,2558,49,8,74,13,90,19,40,25,30,32
1884969807,FALSE,2938,42,87,106,31,11,14,48,23,21,30
1884969808,FALSE,3505,40,66,83,51,93,94,39,27,21,104
1884969810,TRUE,2951,67,110,46,4,30,14,102,63,36,2
1884969811,FALSE,2712,50,46,36,99,54,70,26,64,106,21
1884969817,TRUE,2423,47,44,22,60,2,111,48,6,20,93
1884969818,FALSE,2555,5,21,44,60,73,30,96,11,41,62
1884969819,TRUE,2200,72,71,69,11,98,8,63,51,97,74
1884969820,TRUE,1894,82,36,4,8,67,56,1,109,52,25
1884969821,FALSE,1176,68,17,74,90,105,6,14,21,80,86
1884969822,TRUE,2281,45,50,109,65,43,84,98,87,79,52
1884969823,FALSE,2730,8,17,41,36,18,72,70,71,54,7
1884969825,TRUE,1840,104,7,105,22,9,106,81,74,46,57
1884969826,TRUE,2652,85,19,100,74,40,4,29,75,93,25
1884969828,FALSE,2530,15,21,60,7,1,28,70,81,6,71
1884969829,FALSE,2069,44,6,96,70,1,58,57,99,32,71
1884969837,TRUE,2054,8,36,74,20,7,29,50,110,22,95
1884969838,FALSE,1529,35,60,79,82,104,14,25,111,49,62
1884969839,FALSE,1883,104,76,32,69,41,46,1,2,50,62
1884969840,TRUE,2012,20,11,8,42,84,112,21,75,30,1
1884969842,TRUE,4408,105,36,53,67,14,28,86,52,4,39
1884969843,FALSE,2611,106,104,68,79,41,21,14,38,2,101
1884969844,FALSE,2123,29,33,97,44,110,71,73,74,30,8
1884969845,FALSE,2234,77,93,95,67,90,22,18,99,37,32
1884969847,TRUE,2808,28,25,33,86,93,55,4,39,75,71
1884969849,TRUE,4048,47,23,1,55,43,104,63,16,8,49
1884969866,TRUE,1885,21,30,104,74,60,41,73,2,86,23
1884969867,FALSE,3442,39,23,5,11,58,71,33,73,21,98
1884969868,FALSE,2306,44,21,6,52,56,12,106,51,99,11
1884969870,TRUE,1966,77,59,97,74,96,61,93,50,87,106
1884969871,FALSE,2930,47,44,25,70,42,48,33,71,8,6
1884969872,FALSE,2029,65,19,20,59,52,40,36,93,48,94
1884969873,TRUE,3072,104,68,4,1,74,39,49,26,106,28
1884969874,FALSE,2550,35,5,64,8,16,86,10,72,99,69
1884969875,TRUE,1846,70,26,41,44,93,30,32,2,75,62
1884969876,FALSE,2346,41,9,38,14,81,17,99,32,57,10
1884969877,FALSE,1821,91,1,100,21,31,92,71,110,73,46
1884969878,FALSE,2642,86,46,112,55,14,71,68,19,56,40
1884969882,FALSE,2835,70,21,69,35,57,19,15,16,25,26
1884969891,FALSE,2806,86,56,5,76,21,89,64,73,32,22
1884969892,FALSE,2860,111,1,2,19,25,32,85,71,94,6
1884969894,FALSE,2149,2,1,32,26,97,18,63,89,22,21
1884969895,FALSE,2592,49,105,100,11,27,46,68,73,29,91
1884969897,TRUE,3977,81,53,106,74,98,49,51,109,8,21
1884969898,TRUE,1849,87,70,39,48,72,79,25,74,12,59
1884969899,TRUE,2562,1,57,81,72,41,100,85,13,98,36
1884969901,FALSE,1992,105,35,18,59,96,27,47,32,11,93
1884969902,FALSE,2689,17,93,69,112,28,5,21,23,71,7
1884969903,TRUE,3104,57,43,100,39,88,75,3,76,94,5
1884969906,FALSE,2682,18,16,30,41,14,36,19,82,1,86
1884969907,FALSE,3564,62,95,30,74,70,111,44,25,59,22
1884969908,FALSE,2402,98,88,48,60,69,8,41,49,18,35
1884969909,TRUE,1521,53,48,59,96,7,95,15,16,25,47
1884969917,FALSE,2273,51,34,56,6,5,62,11,99,3,21
1884969918,FALSE,2999,1,14,69,27,93,12,86,4,63,82
1884969919,FALSE,3240,81,93,16,29,75,1,14,56,20,9
1884969920,FALSE,1485,104,70,64,12,59,32,14,39,44,94
1884969921,TRUE,2048,109,92,20,72,1,53,87,104,8,80
1884969922,FALSE,1977,8,5,100,91,88,74,52,83,33,63
1884969923,FALSE,2220,62,4,44,55,25,51,73,41,19,85
1884969924,TRUE,1613,73,25,79,107,21,66,44,35,9,71
1884969925,FALSE,2346,62,55,39,59,75,70,100,32,46,57
1884969926,TRUE,1549,87,46,73,69,50,8,63,9,11,5
1884969928,FALSE,3164,1,68,75,106,105,67,104,2,14,55
1884969929,FALSE,4282,59,9,14,87,67,21,70,8,68,105
1884969937,FALSE,3079,110,40,104,19,16,86,7,53,60,93
1884969938,FALSE,2012,44,75,101,47,52,102,12,20,17,43
1884969939,TRUE,3961,67,77,14,15,22,18,71,20,44,47
1884969940,FALSE,2070,87,84,88,69,97,64,73,33,67,94
1884969941,TRUE,1982,69,39,32,51,68,73,55,12,25,75
1884969942,FALSE,2167,56,41,8,75,13,96,70,101,6,44
1884969943,TRUE,2243,50,79,2,67,1,57,43,14,70,16
1884969944,TRUE,1319,100,74,112,69,19,15,109,86,26,65
1884969945,TRUE,2828,14,3,18,106,82,6,55,104,50,101
1884969946,FALSE,2171,75,67,112,100,21,39,50,36,6,102
1884969947,TRUE,2177,77,90,96,7,97,30,14,61,28,21
1884969949,FALSE,3153,7,51,26,19,48,16,44,25,97,112
1884969950,TRUE,2155,62,74,12,90,104,1,69,31,4,21
1884969951,TRUE,2787,0,41,49,62,101,104,81,50,98,35
1884969953,TRUE,1789,1,104,6,8,85,84,69,112,35,73
1884969954,TRUE,3804,100,51,70,86,5,21,96,73,30,16
1884969955,TRUE,2671,20,32,9,100,2,93,34,30,14,102
1884969956,FALSE,3180,6,11,73,80,21,46,28,30,44,14
1884969957,TRUE,2511,54,50,85,25,21,9,36,44,73,96
1884969958,TRUE,2884,41,76,94,7,5,1,35,26,25,44
1884969960,TRUE,1706,14,101,73,69,38,43,42,37,98,8
1884969961,FALSE,2104,6,25,69,59,4,104,46,1,112,111
1884969962,TRUE,3347,112,44,71,34,101,6,98,25,83,45
1884969963,TRUE,1230,67,32,9,25,68,104,74,11,105,71
1884969973,TRUE,1804,5,21,16,28,35,23,52,70,44,39
1884969974,FALSE,3326,36,1,45,100,104,90,75,93,71,99
1884969975,TRUE,3636,40,12,21,85,44,49,2,14,74,27
1884969976,TRUE,2301,17,55,11,80,5,104,44,35,70,22
1884969977,FALSE,2241,50,14,5,74,96,58,112,15,6,65
1884969984,FALSE,2433,14,93,28,70,61,112,32,36,49,95
1884969985,FALSE,2904,46,69,1,98,50,70,5,102,49,7
1884969987,FALSE,2157,44,14,73,1,91,11,62,53,35,74
1884969988,TRUE,2369,52,71,93,30,14,67,13,5,84,35
1884969989,FALSE,2412,39,71,9,45,21,30,74,16,69,67
1884969990,FALSE,3151,98,5,7,12,25,95,14,101,2,84
1884969991,FALSE,2242,16,21,18,93,31,19,23,7,49,32
1884969992,FALSE,1947,4,55,62,54,44,29,33,8,21,20
1884969993,TRUE,2638,112,67,29,68,9,94,54,26,71,18
1884969994,FALSE,4239,42,94,75,81,35,22,41,106,4,52
1884969995,TRUE,1759,95,42,39,23,4,47,106,41,8,53
1884969997,FALSE,1093,54,93,75,81,9,58,85,100,39,11
1884970013,FALSE,3291,67,73,112,7,69,19,75,29,81,85
1884970014,TRUE,1986,35,105,100,97,76,50,59,8,69,106
1884970015,TRUE,2499,81,50,112,68,1,19,30,21,9,4
1884970016,TRUE,2409,92,104,47,48,81,60,56,42,6,28
1884970017,FALSE,2784,4,39,36,12,41,90,7,69,18,67
1884970018,FALSE,1938,44,14,45,73,5,59,32,70,48,27
1884970020,TRUE,3039,93,81,86,59,16,19,76,48,102,62
1884970021,TRUE,1433,28,17,37,4,82,98,3,109,46,6
1884970022,FALSE,2775,21,74,69,1,112,44,5,39,2,23
1884970023,FALSE,2403,4,21,14,73,1,8,28,9,71,69
1884970029,FALSE,2557,73,30,95,45,28,13,47,85,26,18
1884970030,TRUE,2430,75,74,67,50,17,97,44,68,106,11
1884970031,TRUE,1935,42,9,22,58,110,25,93,80,1,26
1884970033,TRUE,2662,101,47,74,104,112,26,19,9,16,21
1884970035,FALSE,2973,17,19,28,25,21,75,110,32,35,14
1884970036,FALSE,2407,11,85,104,17,56,32,14,74,9,35
1884970037,TRUE,3098,14,2,19,100,44,102,22,105,55,33
1884970038,TRUE,2382,40,18,97,74,20,14,104,17,13,85
1884970045,TRUE,3900,70,59,30,35,17,50,47,19,14,71
1884970047,FALSE,2459,47,23,59,42,94,3,106,38,102,26
1884970048,TRUE,2023,74,96,42,70,63,75,21,20,14,16
1884970049,FALSE,1521,77,46,69,36,61,47,50,53,21,12
1884970050,FALSE,2342,90,69,30,109,67,5,70,51,42,35
1884970051,TRUE,3557,7,39,8,32,71,52,69,74,35,21
1884970052,TRUE,2420,93,68,70,21,1,26,73,99,36,19
1884970053,FALSE,2101,64,3,17,1,97,25,112,42,29,30
1884970054,FALSE,2189,2,14,19,30,35,22,70,72,44,109
1884970055,TRUE,1976,14,80,27,95,46,19,7,5,55,68
1884970056,FALSE,2879,14,64,26,58,6,47,32,105,96,5
1884970063,FALSE,2391,75,111,93,74,11,62,71,35,44,30
1884970064,TRUE,2400,8,21,12,14,44,11,16,59,26,93
1884970065,FALSE,1934,9,44,39,73,97,68,60,46,62,72
1884970066,TRUE,2819,88,39,2,21,94,104,100,72,74,26
1884970067,FALSE,3881,7,111,28,1,100,25,104,8,99,11
1884970068,TRUE,3874,21,28,7,25,89,9,23,44,85,57
1884970069,FALSE,2803,111,1,35,6,104,26,12,62,8,21
1884970070,FALSE,2451,43,75,23,84,21,7,49,37,11,8
1884970071,FALSE,2040,6,14,89,59,62,93,70,39,12,86
1884970072,FALSE,2845,14,44,91,46,34,74,71,40,112,15
1884970073,FALSE,3843,27,35,15,8,85,23,5,4,71,62
1884970074,FALSE,2154,17,27,15,109,1,33,70,30,73,4
1884970076,TRUE,1899,35,25,7,109,77,26,49,11,69,21
1884970087,TRUE,2319,20,2,22,70,19,8,5,104,100,1
1884970088,FALSE,2575,46,75,73,29,42,97,86,64,106,18
1884970089,TRUE,912,53,91,19,83,44,14,23,20,25,1
1884970090,FALSE,2088,26,106,102,22,44,42,11,30,8,2
1884970092,FALSE,2037,69,18,25,53,32,39,71,26,75,1
1884970094,FALSE,2987,104,74,54,75,88,14,63,86,19,52
1884970100,TRUE,2459,1,28,40,14,82,6,75,60,66,63
1884970101,TRUE,2591,54,14,11,13,69,33,1,21,73,42
1884970102,FALSE,2434,7,14,101,42,57,106,75,36,84,12
1884970103,TRUE,3306,30,97,2,41,29,103,7,50,12,34
1884970105,FALSE,3955,18,69,21,7,6,35,81,57,110,2
1884970107,TRUE,1735,82,8,22,50,31,3,46,77,25,28
1884970108,TRUE,1670,67,6,44,34,99,2,1,30,50,57
1884970109,FALSE,1570,84,11,39,44,9,99,36,30,42,106
1884970110,TRUE,2898,104,15,41,11,62,27,40,32,56,87
1884970111,TRUE,1604,14,69,3,27,8,5,59,86,1,80
1884970112,TRUE,2658,74,68,5,46,43,73,79,67,11,61
1884970119,FALSE,2904,74,18,95,76,36,42,49,34,19,50
1884970120,FALSE,1502,70,68,87,21,2,41,31,8,40,11
1884970122,TRUE,2916,67,71,7,32,47,62,104,12,74,4
1884970123,TRUE,3204,69,13,1,83,73,62,93,33,17,37
1884970124,FALSE,2371,71,76,61,57,14,39,50,1,68,100
1884970125,TRUE,3019,46,6,8,59,34,44,35,17,48,36
1884970126,FALSE,3026,40,81,99,38,6,73,68,98,53,74
1884970127,TRUE,1769,25,9,36,62,44,21,68,86,40,107
1884970138,FALSE,1887,23,101,75,54,71,9,8,57,21,2
1884970139,FALSE,2848,4,14,62,26,22,55,106,18,9,69
1884970140,FALSE,1970,105,82,19,74,10,71,22,95,14,42
1884970141,TRUE,2929,28,8,2,91,12,60,16,42,106,86
1884970142,TRUE,2163,20,31,11,8,96,34,25,110,1,14
1884970143,TRUE,2819,60,84,104,106,101,9,39,74,27,21
1884970144,FALSE,2202,18,81,97,9,101,21,11,35,42,25
1884970154,FALSE,2433,77,72,53,61,82,74,88,31,1,11
1884970155,FALSE,2883,101,12,30,39,59,80,51,93,7,34
1884970156,TRUE,2654,26,7,25,19,32,36,101,3,11,83
1884970157,TRUE,2066,31,72,14,21,32,22,39,28,15,88
1884970159,FALSE,3120,44,52,93,75,79,17,104,32,100,33
1884970160,TRUE,2019,2,20,68,69,17,27,4,93,86,80
1884970161,TRUE,1645,14,19,6,11,16,37,20,48,4,30
1884970162,FALSE,975,97,14,35,94,79,17,32,74,71,69
1884970163,TRUE,3179,50,14,28,46,37,39,93,26,70,7
1884970164,TRUE,1952,21,1,97,8,40,63,36,74,41,101
1884970172,TRUE,3370,41,94,104,101,84,72,26,1,95,43
1884970174,FALSE,2423,14,35,12,4,86,52,22,73,83,105
1884970175,TRUE,2795,2,64,63,73,31,1,21,5,69,97
1884970179,FALSE,3702,74,28,104,90,62,32,69,68,99,25
1884970180,FALSE,1959,7,14,71,95,56,42,74,2,12,19
1884970181,FALSE,2759,72,51,32,101,34,38,2,79,25,54
1884970182,TRUE,3021,22,44,88,38,100,31,47,52,90,53
1884970183,FALSE,3003,67,6,90,59,21,35,14,31,99,13
1884970184,TRUE,3100,46,98,77,26,7,29,40,17,107,97
1884970192,TRUE,2502,11,19,39,72,87,67,7,40,46,95
1884970193,TRUE,2527,99,32,31,4,50,82,44,74,76,7
1884970194,FALSE,2333,21,14,41,31,86,47,82,70,26,57
1884970196,FALSE,3297,46,94,9,55,39,11,27,15,102,1
1884970197,FALSE,1865,17,110,101,1,45,36,67,71,39,104
1884970199,TRUE,2496,104,8,11,95,7,21,22,17,44,99
1884970200,FALSE,2502,10,85,33,106,62,1,25,75,14,104
1884970201,TRUE,2460,14,21,1,53,62,74,41,11,28,51
1884970202,TRUE,3075,46,99,7,26,100,64,12,32,69,21
1884970204,FALSE,2737,78,52,1,100,26,32,35,109,99,11
1884970205,FALSE,3248,44,22,99,17,11,12,81,14,54,8
1884970206,FALSE,2580,44,102,25,27,8,39,6,33,1,7
1884970212,TRUE,3081,9,17,34,35,66,53,44,46,50,51
1884970213,TRUE,2258,84,21,69,71,100,15,44,7,42,90
1884970214,TRUE,2546,20,81,14,11,62,85,53,73,63,74
1884970215,TRUE,1999,21,17,42,30,14,44,59,5,62,39
1884970217,TRUE,1645,14,26,46,104,8,73,31,106,42,69
1884970219,FALSE,2939,9,18,44,70,4,61,78,59,19,21
1884970220,TRUE,2201,28,99,44,9,36,21,68,62,74,7
1884970221,FALSE,1920,8,96,90,39,32,70,26,62,38,13
1884970222,TRUE,3126,3,51,85,94,11,12,100,39,26,21
1884970223,FALSE,2144,82,23,9,87,13,44,88,85,55,97
1884970224,FALSE,2462,29,44,21,92,15,46,2,39,71,48
1884970225,TRUE,3273,26,73,13,44,20,74,81,105,100,47
